CHE_MD_Metadata,fileIdentifier,CharacterString,language,LanguageCode,characterSet,MD_CharacterSetCode,parentIdentifier,contact,CHE_CI_ResponsibleParty,organisationName,PT_FreeText,textGroup,LocalisedCharacterString,positionName,contactInfo,CI_Contact,phone,CHE_CI_Telephone,voice,address,CHE_CI_Address,city,postalCode,country,electronicMailAddress,streetName,streetNumber,role,CI_RoleCode,individualFirstName,individualLastName,dateStamp,DateTime,metadataStandardName,locale,PT_Locale,languageCode,characterEncoding,identificationInfo,CHE_MD_DataIdentification,citation,CI_Citation,title,date,CI_Date,Date,dateType,CI_DateTypeCode,abstract,status,MD_ProgressCode,pointOfContact,descriptiveKeywords,MD_Keywords,keyword,type,MD_KeywordTypeCode,thesaurusName,identifier,MD_Identifier,code,Anchor,topicCategory,MD_TopicCategoryCode,extent,EX_Extent,description,geographicElement,EX_GeographicBoundingBox,westBoundLongitude,Decimal,eastBoundLongitude,southBoundLatitude,northBoundLatitude,EX_BoundingPolygon,polygon,MultiSurface,surfaceMember,Polygon,exterior,LinearRing,posList,distributionInfo,MD_Distribution,distributionFormat,MD_Format,name,version,Distribution_Formats,Identifier
,,18eccca8-d542-4fdd-b974-7c1ddcecf027,,,,,,,,,,,Ing.- u. Vermessungsbüro Ammann,,,,,,,,,,,,,,,,,,,,2024-09-26T07:02:04.517Z,,,,,,,,,,,,,2024-09-20,,,,,,,,,,,,,,,,geonetwork.thesaurus.local.theme.geocat.ch,,planningCadastre,,,,,,,8.414913,,,,,,,,,,,8.4149133 47.1111905 8.4180618 47.1176405 8.4151313 47.1209848 8.4192978 47.1210933 8.4202354 47.1226325 8.4304232 47.1233547 8.4416479 47.1294643 8.4482361 47.1300453 8.4517601 47.114263 8.4560574 47.1136493 8.4673016 47.1186678 8.4738618 47.1151186 8.4875422 47.1145538 8.4869333 47.1097016 8.4778173 47.106402 8.4738299 47.1121053 8.4644403 47.111011 8.4497526 47.1140198 8.4485376 47.1110799 8.4424306 47.1114482 8.4372456 47.1089746 8.4370669 47.1064574 8.4207515 47.1019023 8.4181536 47.1024822 8.4184598 47.1048184 8.4149539 47.1076369 8.4179533 47.1095454 8.4149133 47.1111905,,,,,,,"AutoCAD DXF (DXF), analog",18eccca8-d542-4fdd-b974-7c1ddcecf027
